index,id,title,category,question,prediction,references,best_reference,exact_match,contains_match,token_f1,char_f1,context_chars,prompt_tokens
262,341,,SHORT,ಕ್ಷತ್ರಿಯ ವರ್ಣದ ಅನೇಕ ಗುಂಪುಗಳಲ್ಲಿ ಪ್ರಮುಖವಾದುದು ಯಾವುದು?,"ಸಕಲ್‌ದ್ವಿಪಿಯ, ಸಂಧ್ಯಾ, ಸರ್ಯುಪರೀನ್, ಶ್ರೀಮಲಿ ಹಾಗೂ ತ್ಯಾಗಿ.",ರಜಪೂತ್,ರಜಪೂತ್,0,0,0.0,0.19607843137254902,826,458
263,343,,SHORT,ವೈಶ್ಯರ ಪ್ರಮುಖ ಜಾತಿಗಳು ಸಾಂಪ್ರದಾಯಿಕವಾಗಿ ಯಾವುದರಲ್ಲಿ ತೊಡಗಿಸಿಕೊಂಡಿವೆ?,ವ್ಯಾಪಾರ.,ವ್ಯಾಪಾರದಲ್ಲಿ,ವ್ಯಾಪಾರದಲ್ಲಿ,0,1,0.0,0.7368421052631579,826,463
264,344,,SHORT,ಹಿಂದೂ ಸಮಾಜದ ನಾಲ್ಕು ವರ್ಣಗಳು ಯಾವುವು?,"ಬ್ರಾಹ್ಮಣರು, ಕ್ಷತ್ರಿಯರು, ವೈಶ್ಯರು ಮತ್ತು ಶೂದ್ರರು.","ಬ್ರಾಹ್ಮಣರು, ಕ್ಷತ್ರಿಯರು, ವೈಶ್ಯರು ಹಾಗೂ ಶೂದ್ರರು","ಬ್ರಾಹ್ಮಣರು, ಕ್ಷತ್ರಿಯರು, ವೈಶ್ಯರು ಹಾಗೂ ಶೂದ್ರರು",0,0,0.8000000000000002,0.8831168831168831,826,455
265,345,,SHORT,ರಾಜ್ಯದ ಎರಡು ಪ್ರಮುಖ ಬ್ರಾಹ್ಮಣ ಜಾತಿಗಳು ಯಾವುವು?,ಭಾರ್ಗವ ಮತ್ತು ಭಟ್.,"ಭಾರ್ಗವ, ಭಟ್","ಭಾರ್ಗವ, ಭಟ್",0,0,0.8,0.782608695652174,826,457
266,346,,SHORT,ವೇದ ಯುಗದಲ್ಲಿ ಸಾಂಪ್ರದಾಯಿಕವಾಗಿ ಸಣ್ಣ ಪ್ರಮಾಣದ ಉದ್ಯೋಗಗಳಲ್ಲಿ ತೊಡಗಿರುವ ಜಾತಿ ಯಾವುದು?,ವೈಶ್ಯ (Vaishya),ವೈಶ್ಯ,ವೈಶ್ಯ,0,1,0.6666666666666666,0.5882352941176471,826,468
267,347,,SHORT,ನಿಕೋಬಾರ್ - ಸುಮಾತ್ರಾ ಪ್ರದೇಶದಲ್ಲಿ ಎಷ್ಟು ಮೀಟರ್ ಆಳವಿದೆ?,4500 ಮೀಟರ್‌ಗಳು.,ಗರಿಷ್ಠ 4500 ಮೀ ಆಳ,ಗರಿಷ್ಠ 4500 ಮೀ ಆಳ,0,0,0.3333333333333333,0.7407407407407408,385,254
268,349,,SHORT,ಉತ್ತರಭಾರತದಲ್ಲಿ ಎಷ್ಟು ಅಗಲದ ಮರಳು ದಿಬ್ಬವಿದೆ?,160 ಕಿಮೀ.,160 ಕಿಮೀ,160 ಕಿಮೀ,1,1,1.0,1.0,385,253
269,353,,SHORT,ಒಂದು ಕಾಲು ಕಳೆದುಕೊಂಡ ಮಹಿಳಾ ಯೋಧೆ ಯಾರು?,"ಉತ್ತರ:
1. **ಹೆಸರು:** ವಿಷ್ಫಲಳಂಥ ಸ್ತ್ರೀ ಯೋಧೆ.
2. **ವೃತ್ತಿ:** ನೇಕಾರ.
3. **ಕಳೆದುಕೊಂಡ ಕಾಲು:** ಒಂದು.
4. **ಯೋಜನೆ:**
   -",ವಿಷ್ಫಲಳಂಥ ಸ್ತ್ರೀ,ವಿಷ್ಫಲಳಂಥ ಸ್ತ್ರೀ,0,1,0.23529411764705882,0.37037037037037035,717,354
270,354,,SHORT,ಬಹುಪತ್ನಿತ್ವವು ಯಾವುದಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿತ್ತು?,ಬಹುಪತ್ನಿತ್ವವು ಬಹುಪತ್ನಿತ್ವಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿತ್ತು.,ಬಹುಪತಿತ್ವಕ್ಕಿಂತ,ಬಹುಪತಿತ್ವಕ್ಕಿಂತ,0,0,0.0,0.5263157894736842,717,347
271,355,,SHORT,ಯಾವ ಯುಗದಲ್ಲಿ ಆದರ್ಶವಾದ ಮನೆ ಅನುಸರಣೆಯಲ್ಲಿತ್ತು?,ಋಗ್‌ವೇದ ಕಾಲ.,ಋಗ್ವೈದಿಕ,ಋಗ್ವೈದಿಕ,0,0,0.0,0.6666666666666665,717,351
272,357,,SHORT,ಯಾವ ಕಾಲದಲ್ಲಿ ಮನೆ ಒಂದು ಪ್ರಮುಖ ಘಟಕವಾಯಿತು?,ವೈದಿಕ ಕಾಲದಲ್ಲಿ.,ಉತ್ತರ ವೈದಿಕ ಕಾಲದಲ್ಲಿ,ಉತ್ತರ ವೈದಿಕ ಕಾಲದಲ್ಲಿ,0,1,0.8,0.8387096774193548,717,349
273,361,,SHORT,ಉತ್ತರ ಭಾರತದಲ್ಲಿ ದೇವಾಲಯದ ಏನನ್ನುನಿರಾಕರಿಸಿದ್ದರಿಂದ ಕಲೆಯು ಕಳಂಕಿತವಾಯಿತು?,ಕಥಕ್‌ನ ಕಳಂಕಿತವಾಯಿತು.,ಕಥಕ್ ನೃತ್ಯವನ್ನು ಅನುಮೋದಿಸದಿರುವಂಥ ಪರಿಸ್ಥಿತಿ,ಕಥಕ್ ನೃತ್ಯವನ್ನು ಅನುಮೋದಿಸದಿರುವಂಥ ಪರಿಸ್ಥಿತಿ,0,0,0.0,0.46428571428571425,1606,797
274,362,,SHORT,ಯಾರು ನವಾಬ್ ಅಸಫ್-ಉದ್-ದೌಲಾಹ್ ಅಡಿಯಲ್ಲಿ ಲಕ್ನೋದಲ್ಲಿ ನೆಲೆಸಿದರು?,ಪ್ರಕಾಶ್‌ಜೀ ಮತ್ತು ಅವರ ಕುಟುಂಬ.,ಸುಪ್ರಸಿದ್ಧ ಕಥಕರಾದ ಪ್ರಕಾಶ್ಜೀ ಮತ್ತು ಕುಟುಂಬದವರು,ಸುಪ್ರಸಿದ್ಧ ಕಥಕರಾದ ಪ್ರಕಾಶ್ಜೀ ಮತ್ತು ಕುಟುಂಬದವರು,0,0,0.22222222222222224,0.6874999999999999,1606,799
275,363,,SHORT,ಉತ್ತರ ಭಾರತದಲ್ಲಿ ಕಥೆಗಾರರು ತಮ್ಮ ಕಲೆಯನ್ನು ಜೀವಂತವಾಗಿಡಲು ಏನು ಮಾಡಿದರು?,"ಕಥಕರು ತಮ್ಮ ಕಲೆಯನ್ನು ಜೀವಂತವಾಗಿಡಲು, ಕಥೆಯನ್ನು ಕಥನಕ್ಕೆ (storytelling) ಮತ್ತು ನಂತರ ನೃತ್ಯಕ್ಕೆ (dance) ಪರಿವರ್ತಿಸಿದರು.",ಬಹುವಾಗಿ ಶ್ರಮಿಸಿದರು,ಬಹುವಾಗಿ ಶ್ರಮಿಸಿದರು,0,0,0.0,0.25688073394495414,1606,792
276,364,,SHORT,ಕೇರಳದಲ್ಲಿ ಜನ್ಮ ತಾಳಿದ ಭಾರತೀಯ ನ್ರತ್ಯ ಯಾವುದು?,ಕಥಕ್.,ಕಥಕ್,ಕಥಕ್,1,1,1.0,1.0,1606,789
277,365,,SHORT,ಮಹಾರಾಜ ಬಿಂದಾಡಿನ್ ಯಾರ ಸಮಕಾಲೀನರಾಗಿದ್ದರು?,ನವಾಬ್ ವಜೀದ್ ಆಲಿಷಹನ್.,ನವಾಬ್ ವಜೀದ್ ಆಲಿಷಹನ,ನವಾಬ್ ವಜೀದ್ ಆಲಿಷಹನ,0,1,0.6666666666666666,0.9696969696969697,1606,788
278,368,,SHORT,ಊಟಿ ಉದ್ಯಾನವನದ ವಿಸ್ತೀರ್ಣ ಎಷ್ಟು?,"22 acres (89,000 m2).",22-acre,22-acre,0,1,0.28571428571428575,0.6,635,334
279,370,,SHORT,"ಊಟಿ ಉದ್ಯಾನವನ್ನು ಯಾವಾಗ ನಿರ್ಮಿಸಲಾಯಿತು?
",1847.,1847ರಲ್ಲಿ,1847ರಲ್ಲಿ,0,1,0.0,0.6153846153846153,635,332
280,371,,SHORT,"ಊಟಿ ಉದ್ಯಾನವನ ಎಷ್ಟು ಹಳೆಯದಾದ ಮರವನ್ನು ಹೊಂದಿದೆ?
",20-ದಶಲಕ್ಷ-ವರ್ಷದಷ್ಟು ಹಳೆಯದಾದ ಮರ.,20-ದಶಲಕ್ಷ,20-ದಶಲಕ್ಷ,0,1,0.5714285714285715,0.47058823529411764,635,337
281,372,,SHORT,ಊಟಿಯಲ್ಲಿ ಯಾವ ರೀತಿಯ ಸಸ್ಯವರ್ಗವನ್ನು ಕಾಣಬಹುದು?,ಉತ್ತರವು 'ಪೂರ್ವ ಪರ್ವತ ಮಳೆಕಾಡುಗಳು' (ಪೂರ್ವ ಪರ್ವತ ಮಳೆಕಾಡುಗಳು) ಮತ್ತು 'ಪೂರ್ವ ಪರ್ವತ ಮಳೆಕಾಡುಗಳು' (ಪೂರ್ವ ಪರ್ವತ ಮಳೆಕಾಡುಗಳು) ಆಗಿದೆ.,ಪುಷ್ಪ ಪ್ರದರ್ಶನ ಮತ್ತು ವಿರಳ ಸಸ್ಯ ಜಾತಿ,ಪುಷ್ಪ ಪ್ರದರ್ಶನ ಮತ್ತು ವಿರಳ ಸಸ್ಯ ಜಾತಿ,0,0,0.09523809523809522,0.3464566929133858,635,333
282,373,,SHORT,ಋಗ್ವೇದದಲ್ಲಿ ಯಾವುದರ ಉಲ್ಲೇಖವಿಲ್ಲ?,"1. **ಕಬ್ಬಿಣದ ಬಳಕೆಯನ್ನು** (ಕತ್ತಿಗಳು, ಕೊಡಲಿಗಳು, ಅಯಸ್‌ನಂತಹ ಉಪಕರಣಗಳು).
2. **ನಾಣ್ಯಗಳ ಬಳಕೆಯನ್ನು** (ಕರೆನ್‌ಸಿ).
3. **ಕೃಷಿ ಮತ್ತು ಪಶುಸಂಗ್ರಹದ",ಲೋಹಶಾಸ್ತ್ರ,ಲೋಹಶಾಸ್ತ್ರ,0,0,0.0,0.17142857142857143,656,343
283,375,,SHORT,ಋಗ್ವೇದ ಕಾಲದಲ್ಲಿ ಯಾವುದು ಸಂಪತ್ತಿನ ಪ್ರಮುಖ ಮೂಲವಾಗಿತ್ತು ?,ಯುದ್ಧದ ಲೂಟಿಯು ಸಂಪತ್ತಿನ ಪ್ರಮುಖ ಮೂಲವಾಗಿತ್ತು.,ಯುದ್ಧದ ಲೂಟಿಯೂ,ಯುದ್ಧದ ಲೂಟಿಯೂ,0,0,0.28571428571428575,0.489795918367347,656,348
284,376,,SHORT,ಋಗ್ವೇದದಲ್ಲಿ ಯಾವುದನ್ನು ಬಳಸಿಕೊಂಡು ಸರಕುಗಳ ವಿನಿಮಯದ ಮೂಲಕ ಆರ್ಥಿಕ ವಿನಿಮಯವನ್ನು ಮಾಡಲಾಗುತ್ತಿತ್ತು ?,ದನಗಳು.,ದನಗಳನ್ನು,ದನಗಳನ್ನು,0,0,0.0,0.7692307692307693,656,362
285,377,,SHORT,ಋಗ್ವೇದದಲ್ಲಿ ಯಾವ ಪದಗಳು ಕಬ್ಬಿಣದ ಸಂಯೋಜಕರನ್ನು ಉಲ್ಲೇಖಿಸುತ್ತವೆ?,'ಯಸ್‍ನ' (YASNA) ಮತ್ತು 'ಯಸ್‍ತ' (YAST).,ಅಯಸ್,ಅಯಸ್,0,0,0.0,0.21428571428571427,656,352
286,378,,SHORT,ಧಾನ್ಯ ಸಂಗ್ರಹಣೆಯ ಉಲ್ಲೇಖಗಳು ಯಾವ ಯುಗದಲ್ಲಿದೆ ?,1700-1500 BC.,ಋಗ್ವೇದದಲ್ಲಿ,ಋಗ್ವೇದದಲ್ಲಿ,0,0,0.0,0.0,656,349
287,379,,SHORT,"ಋಗ್ವೇದದಲ್ಲಿ ಅಯಸ್ ಎನ್ನುವ ಪದವು ಏನನ್ನು ಉಲ್ಲೇಖಿಸುತ್ತದೆ ?
",ಅಯಸ್‍ನ (ಅಯಸ್‍ನ) ಶುದ್ಧೀಕರಣ.,ಶುದ್ಧೀಕರಣವನ್ನು,ಶುದ್ಧೀಕರಣವನ್ನು,0,0,0.0,0.6857142857142857,656,351
288,381,,SHORT,ವೈದಿಕ ಧರ್ಮದಲ್ಲಿ ಎಷ್ಟೇ ದೋಷ ನಿವಾರಣೆ ತಂದರೂ  ಏನು ಬದಲಾಗಲಿಲ್ಲ? ,"ವೈದಿಕ ಧರ್ಮದಲ್ಲಿ ಎಷ್ಟೇ ದೋಷ ನಿವಾರಣೆ ತಂದರೂ, ಮೂಲ ಸ್ವರೂಪವು ಬದಲಾಗಲಿಲ್ಲ.",ಅದರಲ್ಲಿನ ಮೂಲ ಸ್ವರೂಪ ಬದಲಾಗಿಲ್ಲ,ಅದರಲ್ಲಿನ ಮೂಲ ಸ್ವರೂಪ ಬದಲಾಗಿಲ್ಲ,0,0,0.15384615384615383,0.617283950617284,463,308
289,383,,SHORT,ಯಾವುದನ್ನು ಆಧರಿಸಿದ ಶಾಶ್ವತ ಜಾತಿ ಗುಂಪುಗಳನ್ನು ಪೋಷಿಸಲಾಯಿತು?,ಕೌಟುಂಬಿಕ ವೃತ್ತಿ-ಕಸುಬುಗಳು.,ವೃತ್ತಿ-ಕಸುಬು,ವೃತ್ತಿ-ಕಸುಬು,0,1,0.4,0.6666666666666666,463,303
290,384,,SHORT,ಯಾವ ಧರ್ಮದಲ್ಲಿ ದೋಷಗಳನ್ನು ಗುರುತಿಸಿ ಕಾಲ ಕಾಲಕ್ಕೆ ತಿದ್ದುಪಡಿಗಳನ್ನು ಮಾಡಲಾಗಿದೆ?,ವೈಧಿಕ ಧರ್ಮ.,ವೈಧಿಕ ಧರ್ಮದಲ್ಲಿ,ವೈಧಿಕ ಧರ್ಮದಲ್ಲಿ,0,1,0.5,0.782608695652174,463,304
291,385,,SHORT,ಜನ ಸಮುದಾಯದಲ್ಲಿ ಏನು ಬದಲಾಗಿಲ್ಲ?,"1. ತಾರತಮ್ಯ.
2. ಜಾತಿ-ಗುಂಪುಗಳು.
3. ಶ್ರಮ ಜೀವಿಗಳು.
4. ಭೋಗಾಕಾಂಕ್ಷಿಗಳು.
5. ದರ್ಪ, ದೌರ್ಜನ್ಯ, ಪಾಳೇಗಾರಿಕೆಗಳು.",ತಾರತಮ್ಯ,ತಾರತಮ್ಯ,0,1,0.13333333333333333,0.17283950617283952,463,292
292,386,,SHORT,ಯಾರು ರಚಿಸಿದ ವೈಧಿಕ ಧರ್ಮದಲ್ಲಿ ಕಾಲಕಾಲಕ್ಕೆ ದೋಷಗಳನ್ನು ಗುರುತಿಸಿ ತಿದ್ದುಪಡಿಗಳನ್ನು ಮಾಡಲಾಗುತ್ತದೆ?,ಋಷಿ-ಮುನಿಗಳು.,ಋಷಿ-ಮುನಿ ನಿರ್ಮಿತ,ಋಷಿ-ಮುನಿ ನಿರ್ಮಿತ,0,0,0.4,0.5833333333333334,463,309
293,387,,SHORT,ಅತ್ಯಂತ ಸಾಮಾನ್ಯ ಅಡುಗೆ ಎಣ್ಣೆ ಬಂಗಾಳದಲ್ಲಿ ಯಾವುದು?,ಸಾಸುವೆ ಎಣ್ಣೆ.,ಸಾಸುವೆ ಎಣ್ಣೆ,ಸಾಸುವೆ ಎಣ್ಣೆ,1,1,1.0,1.0,404,247
294,388,,SHORT,ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಗ್ರಾಮೀಣ ಪ್ರದೇಶಗಳಲ್ಲಿ ಹೆಚ್ಚಾಗಿ ಯಾವ ಬೆಳೆಗಳನ್ನು ಬೆಳೆಯಲಾಗುತ್ತದೆ ?,"ಸಾಸುವೆ, ಹತ್ತಿ, ತಂಬಾಕು, ಕಬ್ಬು, ಸೇಬು ಮತ್ತು ಡಾರ್ಜಿಲಿಂಣ್.","ಹತ್ತಿ, ತಂಬಾಕು ಮತ್ತು ಕಬ್ಬು","ಹತ್ತಿ, ತಂಬಾಕು ಮತ್ತು ಕಬ್ಬು",0,0,0.7272727272727273,0.6666666666666666,404,254
295,392,,SHORT,ಜೆನಾನಾ ಆವರಣವನ್ನು ಯಾರಿಂದ ರಕ್ಷಿಸಲಾಗಿದೆ?,"ಇದು ಕೇವಲ ಮಹಿಳೆಯರಿಗಾಗಿ ಮೀಸಲಾಗಿದ್ದರಿಂದ, ಇದರ ರಕ್ಷಣೆಯು ನಪುಂಸಕ ಸೈನಿಕರಿಂದ ಮಾಡಲ್ಪಡುತ್ತಿತ್ತು.",ನಪುಂಸಕ ಸೈನಿಕರಿಂದ,ನಪುಂಸಕ ಸೈನಿಕರಿಂದ,0,1,0.3636363636363636,0.33333333333333337,705,364
296,393,,SHORT,ಜೆನಾನಾ ಆವರಣವು ಎಷ್ಟು ಮುಖ್ಯ ರಚನೆಗಳನ್ನು ಒಳಗೊಂಡಿದೆ?,"ಜೆನಾನಾ ಆವರಣವು ನಾಲ್ಕು ಪ್ರಧಾನ ರಚನೆಗಳನ್ನು ಒಳಗೊಂಡಿದೆ: 1. ಕ್ವೀನ್ಸ್‌ ಪ್ಯಾಲೇಸ್‌ (ಮಹಾರಾಣಿ ಅರಮನೆ), 2. ಎರಡು ನಿರೀಕ್ಷಣಾ ಗೋಪುರಗಳು, 3. ಲೊಟಸ್ ಮಹಲ್,",ನಾಲ್ಕು,ನಾಲ್ಕು,0,1,0.10526315789473684,0.10714285714285715,705,367
297,394,,SHORT,ರಾಜಮನೆತನದ ಮಹಿಳೆಯರಿಗೆ ಭೇಟಿ ನೀಡುವ ಸ್ಥಳ ಯಾವುದು?,ಜೆನಾನಾ ಎನ್ಕ್ಲೊಸರ್.,ಮಹಾರಾಣಿ ಅರಮನೆ,ಮಹಾರಾಣಿ ಅರಮನೆ,0,0,0.0,0.35714285714285715,705,368
298,395,,SHORT,ಹಂಪಿಯಲ್ಲಿ ಎತ್ತರದ ಕಲ್ಲಿನ ಗೋಡೆಗಳಿಂದ ಸುತ್ತುವರೆದಿರುವ ಆವರಣವು ಯಾವುದು?,ಜೆನಾನಾ ಎನ್ಕ್ಲೊಸರ್ (The Jaina Enclosure).,ಜೆನಾನಾ ಎನ್ಕ್ಲೊಸರ್,ಜೆನಾನಾ ಎನ್ಕ್ಲೊಸರ್,0,1,0.5714285714285715,0.653061224489796,705,374
299,396,,SHORT,ಕ್ವೀನ್ಸ್ ಅರಮನೆ ಸುತ್ತಳತೆ ಎಷ್ಟು?,46 + 29 + 46 + 29 = 140 ಮೀ.,೪೬*೨೯ ಮೀ,೪೬*೨೯ ಮೀ,0,0,0.2222222222222222,0.21052631578947367,705,362
300,397,,SHORT,ಕ್ವೀನ್ಸ್ ಅರಮನೆ ಯಾವುದರಿಂದ ತಯಾರಿಸಲಾಗಿದೆ?,ಕ್ವೀನ್ಸ್ ಅರಮನೆಯು ಕಲ್ಲಿನ ಗೋಡೆಗಳಿಂದ ಆವೃತವಾದ 46*29 ಮೀ. ಅಳತೆಯಲ್ಲಿರುವ ಒಂದು ದೊಡ್ಡ ಕಟ್ಟಡವಾಗಿದೆ. ಇದು ಮುಖ್ಯವಾಗಿ ಇಟ್ಟಿಗೆಯಿಂದ (mud bricks) ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿದೆ.,ಕಟ್ಟಿಗೆ ಹಾಗು ಇತರೆ ಸಾಮಗ್ರಿಗಳಿಂದ ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿದೆ,ಕಟ್ಟಿಗೆ ಹಾಗು ಇತರೆ ಸಾಮಗ್ರಿಗಳಿಂದ ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿದೆ,0,0,0.08695652173913045,0.5060240963855421,705,362
301,401,,SHORT,ಮುಸ್ಲಿಂರಲ್ಲಿ ಯಾವ ನಾಯಕರ ಬಗ್ಗೆ ಸಾಮಾನ್ಯ ಸಹಾನುಭೂತಿ ಬೆಳೆಯುತ್ತಿತ್ತು?,ಜಿನ್ನಾ.,ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರಿಗೆ,ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರಿಗೆ,0,0,0.0,0.25,799,407
302,402,,SHORT,ಎಷ್ಟು ಜನರು ಪ್ರಾಂತೀಯ ಮುಸ್ಲಿಂ ಲೀಗ್ ಸರ್ಕಾರದ ಹೆಗಲ ಮೇಲೆ ಸಾವನ್ನಪ್ಪಿದರು?,20 ಲಕ್ಷ ಜನರು.,20 ಲಕ್ಷ ಜನ,20 ಲಕ್ಷ ಜನ,0,1,0.6666666666666666,0.888888888888889,799,409
303,403,,SHORT,ಯಾರ ನಿಯಂತ್ರಣದಡಿದಲ್ಲಿ ಪ್ರತ್ಯೇಕ ಮುಸ್ಲಿಂ ರಾಜ್ಯದ ಕೃತಕ ಪರಿಕಲ್ಪನೆಯು ವಾಸ್ತವವಾಯಿತು?,ಜಿನ್ನಾ (Muhammad Ali Jinnah),ಜಿನ್ನಾ,ಜಿನ್ನಾ,0,1,0.4,0.41379310344827586,799,417
304,404,,SHORT,"ಕಾಂಗ್ರೆಸ್ ನಾಯಕತ್ವವು ಜೈಲಿನಲ್ಲಿದ್ದಾಗ, ಯಾವ ಗುಂಪು ಬಲಗೊಂಡಿತು?",ಮುಸ್ಲಿಂ ಲೀಗ್.,ಜಿನ್ನಾರ ಮುಸ್ಲಿಂ ಲೀಗ್,ಜಿನ್ನಾರ ಮುಸ್ಲಿಂ ಲೀಗ್,0,1,0.8,0.7586206896551725,799,409
305,405,,SHORT,ಯಾವ ವರ್ಷದಲ್ಲಿ ಮುಸ್ಲಿಂ ಲೀಗ್ ಚುನಾವಣೆಯಲ್ಲಿ ಬಂಗಾಳ ಸರ್ಕಾರಗಳನ್ನು ವಶಪಡಿಸಿಕೊಂಡಿತು? ,1943.,ಏಪ್ರಿಲ್ 1943,ಏಪ್ರಿಲ್ 1943,0,1,0.6666666666666666,0.5333333333333333,799,412
306,406,,SHORT,ಮೊಘಲ್ ಚಕ್ರವರ್ತಿ ಷಹಜಹಾನ್ ಆಗ್ರಾದಲ್ಲಿ ಏನು ನಿರ್ಮಿಸಿದನು?,ಷಹಜಹಾನ್‌‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍,ತಾಜ್ ಮಹಲ್,ತಾಜ್ ಮಹಲ್,0,0,0.0,0.10958904109589042,1014,511
307,407,,SHORT,ಲಾಹೋರ್‌ನ ಬಾದಶಾಹಿ ಮಸೀದಿಯನ್ನು ಯಾರು ನಿರ್ಮಿಸಿದನು?,ಶಹಜಹಾನ್‌‍ನ ತಂದೆ ಷಹತುಘಲಕ್.,ಶಹಜಹಾನ್,ಶಹಜಹಾನ್,0,1,0.0,0.4827586206896552,1014,508
308,409,,SHORT,ಐತಿಹಾಸಿಕ ಜಾಮಾ ಮಸೀದಿ (ಶುಕ್ರವಾರದ ಮಸೀದಿ) ಯನ್ನು ಎಲ್ಲಿ ನಿರ್ಮಿಸಲಾಗಿದೆ?,ಶಹಜಹಾನಾಬಾದ್ (ಸಣ್ಣ ಗುಡ್ಡ),ಶಹಜಹಾನಾಬಾದ್ ದಿಬ್ಬ,ಶಹಜಹಾನಾಬಾದ್ ದಿಬ್ಬ,0,0,0.4,0.6666666666666665,1014,517
309,410,,SHORT,ಭಾರತದ ೫ ನೇ ಮೊಘಲ್ ಚಕ್ರವರ್ತಿ ಯಾರು?,ಷಹಜಹಾನ್.,ಷಹಜಹಾನ್,ಷಹಜಹಾನ್,1,1,1.0,1.0,1014,505
310,411,,SHORT,ಜಾಮಾ ಮಸೀದಿಯ ಮುಂದೆ ಕೆಂಪು ಕೋಟೆ ಯಾವಾಗ ನಿರ್ಮಿಸಲಾಯಿತು?,1656.,1656,1656,1,1,1.0,1.0,1014,508
311,412,,SHORT,ಐತಿಹಾಸಿಕ ಜಾಮಾ ಮಸೀದಿ ನಿರ್ಮಿಸಲು ತಗುಲಿದ ಒಟ್ಟು ವೆಚ್ಚ ಎಷ್ಟು?,10 ಲಕ್ಷ ರುಪಾಯಿಗಳು.,10 ಲಕ್ಷ,10 ಲಕ್ಷ,0,1,0.8,0.5714285714285715,1014,511
312,413,,SHORT,ಎಲ್ಲೋರದ ಭೌದ್ದ ಗುಹೆಗಳನ್ನು ಎಷ್ಟರಲ್ಲಿ ನಿರ್ಮಿಸಲಾಗಿದೆ?,630-700ರ ಮಧ್ಯದಲ್ಲಿ.,ಐದನೇ ಮತ್ತು ಎಂಟನೇ ಶತಮಾನದ ಮಧ್ಯದಲ್ಲಿ,ಐದನೇ ಮತ್ತು ಎಂಟನೇ ಶತಮಾನದ ಮಧ್ಯದಲ್ಲಿ,0,0,0.25,0.4,1197,592
313,414,,SHORT,ಎಲ್ಲೋರದ ಅತ್ಯಂತ ಬೌದ್ಧ ಪ್ರಸಿದ್ಧ ಗುಹೆ ಯಾವುದು?,ಗುಹೆ 10 (ಚೈತ್ಯ ಹಜಾರ).,ಗುಹೆ 10,ಗುಹೆ 10,0,1,0.6666666666666666,0.5714285714285715,1197,592
314,415,,SHORT,"ಗುಹೆಯ ನಡುವೆ ಎಷ್ಟು ಎತ್ತರದ ಬುದ್ಧನ ವಿಗ್ರಹವಿದೆ?
",1000 ವರ್ಷಗಳಿಗಿಂತಲೂ ಹೆಚ್ಚು.,630-700,630-700,0,0,0.0,0.20689655172413793,1197,592
315,416,,SHORT,ಎಲ್ಲೋರದ ಅತ್ಯಂತ ಪ್ರಸಿದ್ಧವಾದ ಗುಹೆ 10 ಅನ್ನು  ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಚೈತ್ಯ ಹಜಾರ (Chhatrapati),ಬಡಗಿಯ ಗುಹೆ,ಬಡಗಿಯ ಗುಹೆ,0,0,0.0,0.13793103448275865,1197,599
316,421,,SHORT,ಈ ಪ್ರಪಂಚವು ಹೇಗಿದೆ?,ಈ ಪ್ರಪಂಚವು 'ಕಚ್ಚಾಯನ'ವಾಗಿದೆ.,ಕಚ್ಚಾಯನ,ಕಚ್ಚಾಯನ,0,1,0.0,0.4827586206896552,1126,482
317,423,,SHORT,ಪ್ರಪಂಚವು ಒಟ್ಟಾರೆಯಾಗಿ ಯಾರ ಬೆಂಬಲವನ್ನು ಹೊಂದಿದೆ?,"ಕೇವಲ ಒತ್ತಡವು, ಅದು ಹುಟ್ಟಿಕೊಳ್ಳುತ್ತಿರುವಾಗ, ಅದು ಮೇಲೇಳುತ್ತಿದೆ ಎಂಬ ಬಗ್ಗೆ ಅವನಿಗೆ ಯಾವುದೇ ಅನಿಶ್ಚಿತತೆಯಾಗಲೀ ಅಥವಾ ಸಂದೇಹವಾಗಲೀ ಇರುವುದಿಲ್ಲ; ಒತ್ತಡವು ಕೊನೆಗಾಣುವ ಸಂದರ್ಭ ಬಂದಾಗ, ಕೊನೆಗಾಣುತ್ತಿರುತ್ತದೆ. ಇದ",ಧ್ರುವೀಯತೆಯ,ಧ್ರುವೀಯತೆಯ,0,0,0.0,0.10778443113772455,1126,489
